Time,IN TEMP,OUT TEMP
0:02:45,,
0:05:45,,
0:08:45,,
0:11:45,,
0:14:45,,
0:17:46,,
0:20:46,,
0:23:46,,
0:26:46,,
0:29:46,,
0:32:46,,
0:35:46,,
0:38:46,,
0:41:46,,
0:44:46,,
0:47:47,,
0:50:47,,
0:53:47,,
0:56:47,,
0:59:47,,
1:02:47,,
1:05:47,,
1:08:47,,
1:11:47,,
1:14:47,,
1:17:48,,
1:20:48,,
1:23:48,,
1:26:48,,
1:29:48,,
1:32:48,,
1:35:48,,
1:38:48,,
1:41:48,,
1:44:49,,
1:47:49,,
1:50:49,,
1:53:49,,
1:56:49,,
1:59:49,,
2:02:49,,
2:05:49,,
2:08:49,,
2:11:49,,
2:14:49,,
2:17:50,,
2:20:50,,
2:23:50,,
2:26:50,,
2:29:50,,
2:32:50,,
2:35:50,,
2:38:50,,
2:41:50,,
2:44:50,,
2:47:51,,
2:50:51,,
2:53:51,,
2:56:51,,
2:59:51,,
3:02:51,,
3:05:51,,
3:08:51,,
3:11:51,,
3:14:51,,
3:17:52,,
3:20:52,,
3:23:52,,
3:26:52,,
3:29:52,,
3:32:52,,
3:35:52,,
3:38:52,,
3:41:52,,
3:44:53,,
3:47:53,,
3:50:53,,
3:53:53,,
3:56:53,,
3:59:53,,
4:02:53,,
4:05:53,,
4:08:54,,
4:11:54,,
4:14:54,,
4:17:54,,
4:20:54,,
4:23:54,,
4:26:54,,
4:29:54,,
4:32:54,,
4:35:54,,
4:38:55,,
4:41:55,,
4:44:55,,
4:47:55,,
4:50:55,,
4:53:55,,
4:56:55,,
4:59:55,,
5:02:55,,
5:05:56,,
5:08:56,,
5:11:56,,
5:14:56,,
5:17:56,,
5:20:56,,
5:23:56,,
5:26:56,,
5:29:56,,
5:32:56,,
5:35:57,,
5:38:57,,
5:41:57,,
5:44:57,,
5:47:57,,
5:50:57,,
5:53:57,,
5:56:57,,
5:59:57,,
6:02:57,,
6:05:58,,
6:08:58,,
6:11:58,,
6:14:58,,
6:17:58,,
6:20:58,,
6:23:58,,
6:26:58,,
6:29:58,,
6:32:58,,
6:35:58,,
6:38:59,,
6:41:59,,
6:44:59,,
6:47:59,,
6:50:59,,
6:53:59,,
6:56:59,,
6:59:59,,
7:02:59,,
7:05:59,,
7:09:00,,
7:12:00,,
7:15:00,,
7:18:00,,
7:21:00,,
7:24:00,,
7:27:00,,
7:30:00,,
7:33:00,,
7:36:00,,
7:39:01,,
7:42:01,,
7:45:01,,
7:48:01,,
7:51:01,,
7:54:01,,
7:57:01,,
8:00:01,,
8:03:01,,
8:06:01,,
8:09:02,,
8:12:02,,
8:15:02,,
8:18:02,,
8:21:02,,
8:24:02,,
8:27:02,,
8:30:02,,
8:33:02,,
8:36:02,,
8:39:03,,
8:42:03,,
8:45:03,,
8:48:03,,
8:51:03,,
8:54:03,,
8:57:03,,
9:00:03,,
9:03:03,,
9:06:03,,
9:09:04,,
9:12:04,,
9:15:04,,
9:18:04,,
9:21:04,,
9:24:04,,
9:27:04,,
9:30:04,,
9:33:04,,
9:36:04,,
9:39:04,,
9:42:04,,
9:45:05,,
9:48:05,,
9:51:05,,
9:54:05,,
9:57:05,,
10:00:05,,
10:03:05,,
10:06:05,,
10:09:05,,
10:12:05,,
10:15:06,,
10:18:06,,
10:21:06,,
10:24:06,,
10:27:06,,
10:30:06,,
10:33:06,,
10:36:06,,
10:39:06,,
10:42:07,,
10:45:07,,
10:48:07,,
10:51:07,,
10:54:07,,
10:57:07,,
11:00:07,,
11:03:07,,
11:06:08,,
11:09:08,,
11:12:08,,
11:15:08,,
11:18:08,,
11:21:08,,
11:24:08,,
11:27:08,,
11:30:08,,
11:33:08,,
11:36:09,,
11:39:09,,
11:42:09,,
11:45:09,,
11:48:09,,
11:51:09,,
11:54:09,,
11:57:09,,
12:00:09,,
12:03:10,,
12:06:10,,
12:09:10,,
12:12:10,,
12:15:10,,
12:18:10,,
12:21:10,,
12:24:10,,
12:27:10,,
12:30:11,,
12:33:11,,
12:36:11,,
12:39:11,,
12:42:11,,
12:45:11,,
12:48:11,,
12:51:11,,
12:54:11,,
12:57:12,,
13:00:12,,
13:03:12,,
13:06:12,,
13:09:12,,
13:12:12,,
13:15:12,,
13:18:12,,
13:21:12,,
13:24:12,,
13:27:13,,
13:30:13,,
13:33:13,,
13:36:13,,
13:39:13,,
13:42:13,,
13:45:13,,
13:48:13,,
13:51:13,,
13:54:13,,
13:57:14,,
14:00:14,,
14:03:14,,
14:06:14,,
14:09:14,,
14:12:14,,
14:15:14,,
14:18:14,,
14:21:14,,
14:24:14,,
14:27:15,,
14:30:15,,
14:33:15,,
14:36:15,,
14:39:15,,
14:42:15,,
14:45:15,,
14:48:15,,
14:51:15,,
14:54:16,,
14:57:16,,
15:00:16,,
15:03:16,,
15:06:16,,
15:09:16,,
15:12:16,,
15:15:16,,
15:18:16,,
15:21:16,,
15:24:17,,
15:27:17,,
15:30:17,,
15:33:17,,
15:36:17,,
15:39:17,,
15:42:17,,
15:45:17,,
15:48:18,,
15:51:18,,
15:54:18,,
15:57:18,,
16:00:18,,
16:03:18,,
16:06:18,,
16:09:18,,
16:12:18,,
16:15:19,,
16:18:19,,
16:21:19,,
16:24:19,,
16:27:19,,
16:30:19,,
16:33:19,,
16:36:19,,
16:39:19,,
16:42:19,,
16:45:19,,
16:48:20,,
16:51:20,,
16:54:20,,
16:57:20,,
17:00:20,,
17:03:20,,
17:06:20,,
17:09:20,,
17:12:20,,
17:15:21,,
17:18:21,,
17:21:21,,
17:24:21,,
17:27:21,,
17:30:21,,
17:33:21,,
17:36:21,,
17:39:21,,
17:42:21,,
17:45:22,,
17:48:22,,
17:51:22,,
17:54:22,,
17:57:22,,
18:00:22,,
18:03:22,,
18:06:22,,
18:09:23,,
18:12:23,,
18:15:23,,
18:18:23,,
18:21:23,,
18:24:23,,
18:27:23,,
18:30:23,,
18:33:23,,
18:36:23,,
18:39:24,,
18:42:24,,
18:45:24,,
18:48:24,,
18:51:24,,
18:54:24,,
18:57:24,,
19:00:24,,
19:03:24,,
19:06:24,,
19:09:25,,
19:12:25,,
19:15:25,,
19:18:25,,
19:21:25,,
19:24:25,,
19:27:25,,
19:30:25,,
19:33:25,,
19:36:25,,
19:39:26,,
19:42:26,,
19:45:26,,
19:48:26,,
19:51:26,,
19:54:26,,
19:57:26,,
20:00:26,,
20:03:26,,
20:06:26,,
20:09:26,,
20:12:27,,
20:15:27,,
20:18:27,,
20:21:27,,
20:24:27,,
20:27:27,,
20:30:27,,
20:33:27,,
20:36:27,,
20:39:27,,
20:42:28,,
20:45:28,,
20:48:28,,
20:51:28,,
20:54:28,,
20:57:28,,
21:00:28,,
21:03:28,,
21:06:28,,
21:09:28,,
21:12:29,,
21:15:29,,
21:18:29,,
21:21:29,,
21:24:29,,
21:27:29,,
21:30:29,,
21:33:29,,
21:36:29,,
21:39:29,,
21:42:30,,
21:45:30,,
21:48:30,,
21:51:30,,
21:54:30,,
21:57:30,,
22:00:30,,
22:03:30,,
22:06:30,,
22:09:31,,
22:12:31,,
22:15:31,,
22:18:31,,
22:21:31,,
22:24:31,,
22:27:31,,
22:30:31,,
22:33:31,,
22:36:32,,
22:39:32,,
22:42:32,,
22:45:32,,
22:48:32,,
22:51:32,,
22:54:32,,
22:57:32,,
23:00:32,,
23:03:32,,
23:06:33,,
23:09:33,,
23:12:33,,
23:15:33,,
23:18:33,,
23:21:33,,
23:24:33,,
23:27:33,,
23:30:34,,
23:33:34,,
23:36:34,,
23:39:34,,
23:42:34,,
23:45:34,,
23:48:34,,
23:51:34,,
23:54:34,,
23:57:34,,
23:57:34,,
