Time,T1,T2
4:33:10,25.390625,31.72755281690141
4:36:10,25.390625,31.72755281690141
4:39:10,25.146484375,31.72755281690141
4:42:10,25.634765625,31.72755281690141
4:45:11,25.390625,31.72755281690141
4:48:11,25.634765625,31.72755281690141
4:51:11,25.390625,31.72755281690141
4:54:12,25.390625,31.72755281690141
4:57:12,25.634765625,31.72755281690141
5:0:12,25.146484375,31.72755281690141
5:3:12,24.90234375,31.72755281690141
5:6:12,24.90234375,31.039832746478876
5:9:12,25.146484375,31.039832746478876
5:12:12,25.146484375,31.72755281690141
5:15:12,24.90234375,31.039832746478876
5:18:13,24.90234375,31.72755281690141
5:21:13,24.90234375,31.72755281690141
5:24:13,25.146484375,31.72755281690141
5:27:13,24.90234375,31.72755281690141
5:30:13,24.90234375,31.72755281690141
5:33:13,24.90234375,31.039832746478876
5:36:13,24.90234375,31.72755281690141
5:39:13,25.146484375,31.039832746478876
5:42:13,25.146484375,31.72755281690141
5:45:14,24.658203125,31.72755281690141
5:48:14,24.4140625,31.039832746478876
5:51:14,24.90234375,31.039832746478876
5:54:14,24.658203125,31.039832746478876
5:57:14,24.90234375,30.352112676056343
6:0:14,24.658203125,31.039832746478876
6:3:14,24.4140625,31.039832746478876
6:6:14,24.4140625,31.039832746478876
6:9:14,24.4140625,31.039832746478876
6:12:14,24.4140625,31.039832746478876
6:15:15,24.4140625,30.352112676056343
6:18:15,24.4140625,30.352112676056343
6:21:16,24.658203125,31.039832746478876
6:24:16,24.4140625,31.039832746478876
6:27:16,24.4140625,30.352112676056343
6:30:16,24.4140625,31.039832746478876
6:33:16,24.658203125,30.352112676056343
6:36:16,24.4140625,30.352112676056343
6:39:16,24.169921875,30.352112676056343
6:42:16,24.169921875,30.352112676056343
6:45:16,24.4140625,30.352112676056343
6:48:16,24.4140625,31.039832746478876
6:51:17,24.4140625,31.039832746478876
6:54:17,24.4140625,30.352112676056343
6:57:17,24.658203125,30.352112676056343
7:0:17,24.4140625,31.039832746478876
7:3:17,24.4140625,31.039832746478876
7:6:17,24.169921875,30.352112676056343
7:9:17,24.169921875,30.352112676056343
7:12:17,24.4140625,30.352112676056343
7:15:18,24.169921875,30.352112676056343
7:18:18,24.4140625,31.039832746478876
7:21:19,24.4140625,30.352112676056343
7:24:19,24.169921875,30.352112676056343
7:27:19,24.169921875,31.039832746478876
7:30:19,24.4140625,31.039832746478876
7:33:19,24.4140625,31.039832746478876
7:36:19,24.658203125,30.352112676056343
7:39:20,24.4140625,30.352112676056343
7:42:20,24.4140625,30.352112676056343
7:45:20,24.90234375,30.352112676056343
7:48:20,24.4140625,31.039832746478876
7:51:20,24.90234375,31.039832746478876
7:54:20,24.90234375,30.352112676056343
7:57:20,24.658203125,31.039832746478876
8:0:20,24.90234375,31.039832746478876
8:3:20,24.658203125,31.039832746478876
8:6:20,24.90234375,31.039832746478876
8:9:20,25.146484375,31.039832746478876
8:12:20,24.90234375,31.039832746478876
8:15:21,24.90234375,31.039832746478876
8:18:21,24.90234375,31.039832746478876
8:21:21,25.146484375,31.039832746478876
8:24:21,24.90234375,31.039832746478876
8:27:21,24.90234375,31.039832746478876
8:30:21,25.146484375,31.039832746478876
8:33:21,25.390625,31.039832746478876
8:36:21,25.146484375,31.72755281690141
8:39:21,25.390625,31.72755281690141
8:42:22,25.390625,31.72755281690141
8:45:22,25.390625,31.039832746478876
8:48:22,25.146484375,31.039832746478876
8:51:22,25.390625,31.039832746478876
8:54:22,25.390625,31.039832746478876
8:57:22,25.634765625,31.72755281690141
9:0:22,25.634765625,31.039832746478876
9:3:22,25.634765625,31.72755281690141
9:6:23,25.634765625,31.72755281690141
9:9:23,25.634765625,31.72755281690141
9:12:23,25.87890625,32.415272887323944
9:15:23,25.87890625,31.72755281690141
9:18:23,26.123046875,31.72755281690141
9:21:23,25.87890625,31.72755281690141
9:24:23,26.123046875,31.72755281690141
9:27:23,26.3671875,31.72755281690141
9:30:23,26.123046875,32.415272887323944
9:33:24,26.123046875,32.415272887323944
9:36:24,26.123046875,32.415272887323944
9:39:24,26.123046875,32.415272887323944
9:42:24,26.3671875,32.415272887323944
9:45:24,26.3671875,31.72755281690141
9:48:24,26.3671875,32.415272887323944
9:51:24,26.3671875,32.415272887323944
9:54:24,26.85546875,32.415272887323944
9:57:24,26.611328125,32.415272887323944
10:0:25,26.85546875,33.10299295774648
10:3:25,26.85546875,33.10299295774648
10:6:25,26.85546875,33.10299295774648
10:9:25,27.099609375,32.415272887323944
10:12:25,27.099609375,33.10299295774648
10:15:25,27.099609375,33.10299295774648
10:18:25,27.34375,33.10299295774648
10:21:25,27.34375,33.10299295774648
10:24:26,27.587890625,33.10299295774648
10:27:26,27.587890625,33.790713028169016
10:30:26,27.587890625,33.10299295774648
10:33:26,27.34375,33.10299295774648
10:36:26,27.83203125,33.10299295774648
10:39:27,27.83203125,33.790713028169016
10:42:27,27.83203125,33.790713028169016
10:45:27,28.076171875,33.790713028169016
10:48:27,28.076171875,33.790713028169016
10:51:27,28.076171875,33.790713028169016
10:54:27,28.076171875,33.790713028169016
10:57:28,28.3203125,34.47843309859155
11:0:28,28.564453125,34.47843309859155
11:3:28,28.564453125,33.790713028169016
11:6:28,28.564453125,33.790713028169016
11:9:28,28.80859375,34.47843309859155
11:12:28,29.052734375,34.47843309859155
11:15:28,29.052734375,34.47843309859155
11:18:28,29.296875,35.166153169014095
11:21:28,29.296875,35.166153169014095
11:24:29,29.541015625,35.166153169014095
11:27:29,29.541015625,35.166153169014095
11:30:29,29.052734375,35.166153169014095
11:33:29,29.296875,35.166153169014095
11:36:29,29.541015625,35.166153169014095
11:39:29,29.541015625,35.166153169014095
11:42:29,29.541015625,35.166153169014095
11:45:29,29.541015625,35.166153169014095
11:48:29,29.541015625,35.166153169014095
11:51:29,29.541015625,35.166153169014095
11:54:29,29.541015625,35.853873239436616
11:57:29,29.541015625,35.853873239436616
12:0:29,29.78515625,35.853873239436616
12:3:29,29.78515625,35.853873239436616
12:6:29,29.78515625,35.853873239436616
12:9:29,30.029296875,35.853873239436616
12:12:30,29.78515625,35.853873239436616
12:15:30,29.78515625,35.853873239436616
12:18:30,30.029296875,35.166153169014095
12:21:30,30.029296875,35.853873239436616
12:24:30,29.78515625,35.853873239436616
12:27:30,30.029296875,35.853873239436616
12:30:30,30.029296875,35.853873239436616
12:33:30,30.2734375,35.853873239436616
12:36:30,30.517578125,35.853873239436616
12:39:31,30.517578125,36.54159330985916
12:42:31,30.517578125,35.853873239436616
12:45:31,30.517578125,36.54159330985916
12:48:31,30.76171875,35.853873239436616
12:51:31,31.005859375,36.54159330985916
12:54:31,31.25,36.54159330985916
12:57:31,31.25,36.54159330985916
13:0:31,31.494140625,36.54159330985916
13:3:31,31.494140625,37.22931338028169
13:6:31,31.494140625,36.54159330985916
13:9:31,31.73828125,36.54159330985916
13:12:32,32.2265625,37.22931338028169
13:15:32,32.2265625,37.22931338028169
13:18:32,32.470703125,37.917033450704224
13:21:32,32.2265625,37.917033450704224
13:24:32,32.71484375,37.917033450704224
13:27:32,32.470703125,37.917033450704224
13:30:32,32.71484375,37.917033450704224
13:33:32,32.470703125,38.60475352112676
13:36:32,33.203125,38.60475352112676
13:39:32,33.203125,38.60475352112676
13:42:33,33.69140625,38.60475352112676
13:45:33,33.447265625,38.60475352112676
13:48:33,33.69140625,38.60475352112676
13:51:33,33.69140625,39.292473591549296
13:54:33,33.447265625,39.292473591549296
13:57:33,33.935546875,39.980193661971825
14:0:33,34.423828125,39.292473591549296
14:3:33,34.66796875,39.980193661971825
14:6:33,34.423828125,39.980193661971825
14:9:33,34.66796875,39.980193661971825
14:12:34,36.1328125,39.980193661971825
14:15:34,37.841796875,40.66791373239437
14:18:34,38.0859375,41.3556338028169
14:21:34,39.55078125,42.731073943661976
14:24:34,41.748046875,42.731073943661976
14:27:34,43.212890625,44.10651408450703
14:30:34,44.189453125,44.79423415492958
14:33:34,43.212890625,45.481954225352105
14:36:35,43.701171875,46.85739436619718
14:39:35,43.45703125,47.54511443661972
14:42:35,41.9921875,47.54511443661972
14:45:35,43.212890625,48.232834507042256
14:48:35,43.212890625,48.232834507042256
14:51:35,44.43359375,48.232834507042256
14:54:35,46.875,48.92055457746479
14:57:35,48.095703125,49.60827464788733
15:0:35,47.36328125,49.60827464788733
15:3:36,46.630859375,50.29599471830986
15:6:36,47.607421875,50.98371478873239
15:9:36,47.607421875,50.29599471830986
15:12:36,47.607421875,50.29599471830986
15:15:36,47.36328125,50.98371478873239
15:18:36,46.38671875,50.98371478873239
15:21:36,45.654296875,50.98371478873239
15:24:36,44.921875,50.98371478873239
15:27:36,44.43359375,50.29599471830986
15:30:37,42.724609375,50.29599471830986
15:33:37,41.50390625,49.60827464788733
15:36:37,40.771484375,48.92055457746479
15:39:37,43.45703125,48.92055457746479
15:42:37,41.50390625,48.232834507042256
15:45:37,38.57421875,47.54511443661972
15:48:37,40.0390625,46.16967429577465
15:51:37,41.259765625,46.16967429577465
15:54:38,43.9453125,46.16967429577465
15:57:38,42.724609375,46.16967429577465
16:0:38,40.283203125,46.85739436619718
16:3:38,38.0859375,46.16967429577465
16:6:38,36.62109375,45.481954225352105
16:9:38,35.15625,44.79423415492958
16:12:38,34.66796875,44.10651408450703
16:15:38,34.1796875,42.731073943661976
16:18:38,33.935546875,42.04335387323944
16:21:38,33.69140625,41.3556338028169
16:24:38,33.203125,41.3556338028169
16:27:39,32.958984375,40.66791373239437
16:30:39,32.71484375,39.980193661971825
16:33:39,32.470703125,39.980193661971825
16:36:39,32.470703125,39.980193661971825
16:39:39,32.2265625,39.292473591549296
16:42:39,31.982421875,39.292473591549296
16:45:39,31.982421875,38.60475352112676
16:48:39,31.982421875,38.60475352112676
16:51:39,32.2265625,38.60475352112676
16:54:39,31.982421875,37.917033450704224
16:57:39,32.2265625,37.917033450704224
17:0:40,31.73828125,37.917033450704224
17:3:40,31.73828125,37.917033450704224
17:6:40,31.494140625,37.917033450704224
17:9:40,31.494140625,37.22931338028169
17:12:40,31.494140625,37.917033450704224
17:15:40,31.494140625,37.22931338028169
17:18:40,31.494140625,37.22931338028169
17:21:40,31.494140625,37.22931338028169
17:24:41,31.494140625,37.22931338028169
17:27:41,31.005859375,37.22931338028169
17:30:41,31.494140625,37.22931338028169
17:33:41,31.25,37.22931338028169
17:36:41,31.25,37.22931338028169
17:39:41,31.005859375,37.22931338028169
17:42:41,31.005859375,37.22931338028169
17:45:41,31.005859375,37.22931338028169
17:48:41,31.005859375,36.54159330985916
17:51:41,30.76171875,36.54159330985916
17:54:41,31.005859375,37.22931338028169
17:57:41,30.76171875,36.54159330985916
18:0:42,30.76171875,36.54159330985916
18:3:42,31.005859375,36.54159330985916
18:6:42,31.005859375,36.54159330985916
18:9:42,30.76171875,36.54159330985916
18:12:42,30.76171875,37.22931338028169
18:15:42,30.76171875,36.54159330985916
18:18:42,30.76171875,35.853873239436616
18:21:42,30.517578125,36.54159330985916
18:24:43,30.517578125,37.22931338028169
18:27:43,30.517578125,36.54159330985916
18:30:43,30.517578125,36.54159330985916
18:33:43,30.517578125,36.54159330985916
18:36:43,30.2734375,35.853873239436616
18:39:43,30.517578125,35.853873239436616
18:42:43,30.029296875,36.54159330985916
18:45:43,30.2734375,36.54159330985916
18:48:43,30.029296875,36.54159330985916
18:51:43,30.029296875,36.54159330985916
18:54:43,30.029296875,36.54159330985916
18:57:43,30.029296875,35.853873239436616
19:0:44,30.029296875,35.853873239436616
19:3:44,30.029296875,35.853873239436616
19:6:44,29.78515625,35.853873239436616
19:9:44,29.78515625,36.54159330985916
19:12:44,29.78515625,35.853873239436616
19:15:44,29.78515625,35.853873239436616
19:18:44,30.029296875,35.853873239436616
19:21:44,29.78515625,36.54159330985916
19:24:44,29.78515625,35.853873239436616
19:27:44,29.78515625,35.853873239436616
19:30:45,29.78515625,35.853873239436616
19:33:45,29.78515625,35.853873239436616
19:36:45,29.541015625,35.853873239436616
19:39:45,29.541015625,35.166153169014095
19:42:45,29.296875,35.166153169014095
19:45:45,29.296875,35.166153169014095
19:48:45,29.296875,35.853873239436616
19:51:45,29.541015625,35.853873239436616
19:54:45,29.541015625,35.166153169014095
19:57:46,29.296875,35.853873239436616
20:0:46,29.296875,35.166153169014095
20:3:46,29.052734375,35.166153169014095
20:6:46,28.80859375,35.166153169014095
20:9:46,28.80859375,35.166153169014095
20:12:46,28.564453125,35.166153169014095
20:15:46,28.564453125,35.166153169014095
20:18:46,28.564453125,35.166153169014095
20:21:46,28.80859375,35.166153169014095
20:24:46,28.564453125,35.166153169014095
20:27:47,28.564453125,35.166153169014095
20:30:47,28.564453125,35.166153169014095
20:33:47,28.564453125,34.47843309859155
20:36:47,28.3203125,34.47843309859155
20:39:48,28.3203125,35.166153169014095
20:42:48,28.3203125,34.47843309859155
20:45:48,28.3203125,35.166153169014095
20:48:48,28.076171875,34.47843309859155
20:51:48,28.076171875,34.47843309859155
20:54:48,28.076171875,34.47843309859155
20:57:48,28.076171875,34.47843309859155
21:0:48,27.83203125,33.790713028169016
21:3:48,27.83203125,34.47843309859155
21:6:49,28.076171875,34.47843309859155
21:9:49,28.076171875,34.47843309859155
21:12:49,28.076171875,34.47843309859155
21:15:49,28.076171875,33.790713028169016
21:18:49,27.587890625,33.790713028169016
21:21:49,27.83203125,33.790713028169016
21:24:49,27.83203125,33.790713028169016
21:27:49,27.587890625,34.47843309859155
21:30:50,27.587890625,34.47843309859155
21:33:50,27.34375,33.790713028169016
21:36:50,27.34375,33.790713028169016
21:39:50,27.34375,33.790713028169016
21:42:50,27.587890625,33.790713028169016
21:45:50,27.34375,33.790713028169016
21:48:50,27.587890625,33.790713028169016
21:51:50,27.587890625,33.790713028169016
21:54:50,27.34375,33.790713028169016
21:57:51,27.34375,33.790713028169016
22:0:51,26.85546875,33.790713028169016
22:3:51,27.099609375,33.10299295774648
22:6:51,27.099609375,33.790713028169016
22:9:51,27.099609375,33.790713028169016
22:12:51,27.099609375,33.790713028169016
22:15:51,27.099609375,33.10299295774648
22:18:51,27.34375,33.10299295774648
22:21:51,27.099609375,33.790713028169016
22:24:52,27.099609375,33.790713028169016
22:27:52,27.099609375,33.790713028169016
22:30:52,27.099609375,33.790713028169016
22:33:52,27.099609375,33.10299295774648
22:36:52,27.099609375,33.790713028169016
22:39:52,27.099609375,33.10299295774648
22:42:52,27.099609375,33.10299295774648
22:45:52,26.85546875,33.10299295774648
22:48:52,27.099609375,33.10299295774648
22:51:52,27.099609375,33.790713028169016
22:54:52,27.099609375,33.10299295774648
22:57:52,27.099609375,33.10299295774648
23:0:52,26.85546875,33.10299295774648
23:3:53,26.85546875,33.10299295774648
23:6:53,26.85546875,33.10299295774648
23:9:53,26.85546875,33.10299295774648
23:12:53,26.85546875,33.790713028169016
23:15:53,26.85546875,33.10299295774648
23:18:53,26.85546875,33.10299295774648
23:21:53,26.611328125,33.10299295774648
23:24:53,26.611328125,32.415272887323944
23:27:53,26.123046875,33.10299295774648
23:30:54,26.3671875,33.10299295774648
23:33:54,26.611328125,33.10299295774648
23:36:54,26.611328125,33.10299295774648
23:39:54,26.3671875,33.10299295774648
23:42:54,26.3671875,33.10299295774648
23:45:54,26.123046875,33.10299295774648
23:48:54,26.123046875,32.415272887323944
23:51:54,26.123046875,32.415272887323944
23:54:54,25.87890625,32.415272887323944
23:57:54,26.123046875,32.415272887323944
0:1:25,24.90234375,31.039832746478876
0:4:25,24.90234375,31.72755281690141
0:7:25,24.90234375,31.72755281690141
0:10:25,24.90234375,31.039832746478876
0:13:26,25.146484375,31.72755281690141
0:16:26,24.90234375,31.039832746478876
0:19:26,24.90234375,31.039832746478876
0:22:26,24.90234375,31.72755281690141
0:25:26,24.90234375,31.039832746478876
0:28:26,24.90234375,31.72755281690141
0:31:26,24.90234375,31.72755281690141
0:34:26,24.90234375,31.039832746478876
0:37:26,24.90234375,31.72755281690141
0:40:27,24.658203125,31.72755281690141
0:43:27,24.658203125,31.72755281690141
0:46:27,24.658203125,31.72755281690141
0:49:27,24.658203125,31.039832746478876
0:52:27,24.658203125,31.039832746478876
0:55:27,24.658203125,31.039832746478876
0:58:27,24.658203125,31.039832746478876
1:1:27,24.658203125,31.039832746478876
1:4:27,24.658203125,31.039832746478876
1:7:28,24.658203125,31.039832746478876
1:10:28,24.658203125,31.039832746478876
1:13:28,24.658203125,31.039832746478876
1:16:28,24.658203125,31.039832746478876
1:19:28,24.4140625,31.039832746478876
1:22:28,24.4140625,31.039832746478876
1:25:28,24.658203125,30.352112676056343
1:28:28,24.4140625,30.352112676056343
1:31:28,24.4140625,31.039832746478876
1:34:29,24.4140625,31.039832746478876
1:37:29,24.4140625,31.039832746478876
1:40:29,24.4140625,31.039832746478876
1:43:29,24.4140625,31.039832746478876
1:46:29,24.4140625,31.039832746478876
1:49:29,24.4140625,31.039832746478876
1:52:29,24.4140625,31.039832746478876
1:55:29,24.4140625,30.352112676056343
1:58:29,24.4140625,30.352112676056343
2:1:29,24.4140625,31.039832746478876
2:4:29,23.92578125,31.039832746478876
2:7:30,24.4140625,30.352112676056343
2:10:30,24.4140625,31.039832746478876
2:13:30,24.4140625,31.039832746478876
2:16:30,24.169921875,31.039832746478876
2:19:30,24.169921875,31.039832746478876
2:22:30,24.169921875,30.352112676056343
2:25:30,24.169921875,30.352112676056343
2:28:30,24.169921875,30.352112676056343
2:31:30,24.169921875,30.352112676056343
2:34:30,24.169921875,30.352112676056343
2:37:31,24.169921875,30.352112676056343
2:40:31,24.169921875,30.352112676056343
2:43:31,24.169921875,30.352112676056343
2:46:31,23.92578125,30.352112676056343
2:49:31,24.169921875,30.352112676056343
2:52:31,24.169921875,30.352112676056343
2:55:31,24.169921875,30.352112676056343
2:58:31,24.169921875,30.352112676056343
3:1:31,24.169921875,30.352112676056343
3:4:31,24.169921875,30.352112676056343
3:7:31,24.169921875,30.352112676056343
3:10:31,24.169921875,30.352112676056343
3:13:32,24.169921875,30.352112676056343
3:16:32,24.169921875,30.352112676056343
3:19:32,23.92578125,30.352112676056343
3:22:32,24.169921875,30.352112676056343
3:25:32,24.169921875,30.352112676056343
3:28:32,24.169921875,29.664392605633804
3:31:32,24.169921875,30.352112676056343
3:34:32,23.92578125,30.352112676056343
3:37:32,24.169921875,30.352112676056343
3:40:33,23.681640625,30.352112676056343
3:43:33,24.169921875,30.352112676056343
3:46:33,24.169921875,30.352112676056343
3:49:33,23.92578125,30.352112676056343
3:52:33,23.92578125,29.664392605633804
3:55:33,24.169921875,29.664392605633804
3:58:33,24.169921875,29.664392605633804
4:1:33,24.169921875,29.664392605633804
4:4:33,24.169921875,30.352112676056343
4:7:33,23.92578125,29.664392605633804
4:10:33,24.169921875,30.352112676056343
4:13:33,23.92578125,29.664392605633804
4:16:34,24.169921875,29.664392605633804
4:19:34,24.169921875,30.352112676056343
4:22:34,23.92578125,30.352112676056343
4:25:34,23.681640625,29.664392605633804
4:28:34,24.169921875,29.664392605633804
4:31:34,24.169921875,29.664392605633804
4:34:34,23.92578125,29.664392605633804
4:37:34,23.92578125,30.352112676056343
4:40:35,23.681640625,30.352112676056343
4:43:35,23.681640625,29.664392605633804
4:46:35,23.92578125,29.664392605633804
4:49:35,23.92578125,29.664392605633804
4:52:35,23.92578125,30.352112676056343
4:55:35,23.681640625,29.664392605633804
4:58:35,23.92578125,30.352112676056343
5:1:35,23.681640625,29.664392605633804
5:4:35,23.92578125,29.664392605633804
5:7:35,23.92578125,29.664392605633804
5:10:36,23.92578125,29.664392605633804
5:13:36,23.92578125,29.664392605633804
5:16:36,23.92578125,29.664392605633804
5:19:36,23.92578125,29.664392605633804
5:22:36,23.92578125,29.664392605633804
5:25:36,23.92578125,29.664392605633804
5:28:36,23.92578125,28.976672535211268
5:31:36,23.681640625,29.664392605633804
5:34:36,23.92578125,29.664392605633804
5:37:36,23.92578125,29.664392605633804
5:40:37,23.681640625,29.664392605633804
5:43:37,23.92578125,29.664392605633804
5:46:37,23.681640625,28.976672535211268
5:49:37,23.92578125,28.976672535211268
5:52:37,23.681640625,29.664392605633804
5:55:37,23.92578125,29.664392605633804
5:58:37,23.681640625,28.976672535211268
6:1:37,23.92578125,29.664392605633804
6:4:37,23.681640625,29.664392605633804
6:7:37,23.92578125,29.664392605633804
6:10:37,23.92578125,29.664392605633804
6:13:37,23.92578125,29.664392605633804
6:16:38,23.681640625,29.664392605633804
6:19:38,23.92578125,28.976672535211268
6:22:38,23.92578125,29.664392605633804
6:25:38,23.681640625,29.664392605633804
6:28:38,23.681640625,28.976672535211268
6:31:38,23.681640625,28.976672535211268
6:34:38,23.92578125,28.976672535211268
6:37:38,23.681640625,29.664392605633804
6:40:39,23.681640625,28.976672535211268
6:43:39,23.681640625,29.664392605633804
6:46:39,23.681640625,29.664392605633804
6:49:39,23.681640625,28.976672535211268
6:52:39,23.681640625,29.664392605633804
6:55:39,23.92578125,29.664392605633804
6:58:39,23.92578125,29.664392605633804
7:1:39,23.92578125,29.664392605633804
7:4:40,23.92578125,28.976672535211268
7:7:40,23.681640625,28.976672535211268
7:10:40,23.681640625,29.664392605633804
7:13:40,23.92578125,28.976672535211268
7:16:40,23.681640625,28.976672535211268
7:19:40,23.681640625,29.664392605633804
7:22:40,23.681640625,28.976672535211268
7:25:40,23.681640625,28.976672535211268
7:28:40,23.92578125,29.664392605633804
7:31:41,23.681640625,28.976672535211268
7:34:41,23.681640625,29.664392605633804
7:37:41,23.681640625,29.664392605633804
7:40:41,23.92578125,28.976672535211268
7:43:41,23.681640625,28.976672535211268
7:46:41,23.92578125,28.976672535211268
7:49:41,23.681640625,29.664392605633804
7:52:41,23.92578125,28.976672535211268
7:55:41,23.681640625,28.976672535211268
7:58:42,23.92578125,29.664392605633804
8:1:42,23.92578125,29.664392605633804
8:4:42,23.92578125,28.976672535211268
8:7:42,23.681640625,29.664392605633804
8:10:42,23.92578125,29.664392605633804
8:13:42,24.169921875,29.664392605633804
8:16:42,23.92578125,29.664392605633804
8:19:42,23.92578125,29.664392605633804
8:22:43,23.681640625,29.664392605633804
8:25:43,23.92578125,29.664392605633804
8:28:43,23.92578125,29.664392605633804
8:31:43,23.681640625,29.664392605633804
8:34:43,23.92578125,29.664392605633804
8:37:43,24.169921875,29.664392605633804
8:40:43,24.169921875,29.664392605633804
8:43:43,24.169921875,29.664392605633804
8:46:43,23.92578125,29.664392605633804
8:49:44,23.92578125,30.352112676056343
8:52:44,23.92578125,29.664392605633804
8:55:44,23.92578125,29.664392605633804
8:58:44,24.169921875,30.352112676056343
9:1:44,23.92578125,29.664392605633804
9:4:44,24.169921875,29.664392605633804
9:7:44,24.169921875,30.352112676056343
9:10:45,23.92578125,30.352112676056343
9:13:45,23.92578125,30.352112676056343
9:16:45,23.92578125,29.664392605633804
9:19:45,24.169921875,29.664392605633804
9:22:45,24.169921875,30.352112676056343
9:25:45,23.92578125,30.352112676056343
9:28:45,24.169921875,30.352112676056343
9:31:46,24.169921875,30.352112676056343
9:34:46,24.169921875,30.352112676056343
9:37:46,24.4140625,30.352112676056343
9:40:46,24.4140625,30.352112676056343
9:43:46,24.4140625,30.352112676056343
9:46:46,24.4140625,30.352112676056343
9:49:46,24.4140625,30.352112676056343
9:52:46,24.658203125,30.352112676056343
9:55:46,24.658203125,31.039832746478876
9:58:46,24.658203125,30.352112676056343
10:1:47,24.658203125,31.039832746478876
10:4:47,24.658203125,30.352112676056343
10:7:47,24.90234375,31.039832746478876
10:10:47,24.658203125,31.039832746478876
10:13:47,24.90234375,31.039832746478876
10:16:47,24.658203125,30.352112676056343
10:19:47,24.90234375,30.352112676056343
10:22:47,24.90234375,31.039832746478876
10:25:47,24.90234375,31.039832746478876
10:28:47,24.90234375,31.039832746478876
10:31:47,24.90234375,31.039832746478876
10:34:48,25.146484375,31.039832746478876
10:37:48,25.390625,31.039832746478876
10:40:48,25.390625,31.039832746478876
10:43:48,25.146484375,31.039832746478876
10:46:48,25.390625,31.72755281690141
10:49:48,25.390625,31.72755281690141
10:52:48,25.146484375,31.039832746478876
10:55:48,25.634765625,31.72755281690141
10:58:48,25.634765625,31.72755281690141
11:1:49,25.634765625,31.039832746478876
11:4:49,25.634765625,31.72755281690141
