,Time,day
243,1.4373577169999998,1
244,1.451909145,1
245,1.46565216,1
246,1.3605585130000002,1
247,1.643502946,1
248,1.291843437,1
249,1.435740891,1
250,1.440591367,1
251,1.33226407,1
252,1.355708037,1
253,1.509306444,1
254,1.637035645,1
255,1.6637132630000002,1
256,1.567512156,1
257,1.567512156,1
258,1.706559135,1
259,1.7332367519999998,1
260,1.621675804,1
261,1.504455968,1
262,1.289418199,1
263,1.303161214,1
264,1.5650869180000002,1
265,1.4664605730000002,1
266,1.461610097,1
267,1.476161525,1
268,1.249805979,1
269,1.14713757,1
270,1.40178756,1
271,1.180282489,1
272,1.302352802,1
273,1.202109631,1
274,1.4543343830000002,1
275,1.09863281,1
276,1.223936773,1
277,1.350857561,1
278,1.35651645,1
279,1.24414709,1
280,1.012941067,1
281,1.035576622,1
282,0.914314722,1
283,0.915123135,1
284,0.8043705990000001,1
285,0.810837901,1
286,1.063062653,1
287,1.076805668,1
288,1.071955192,1
289,0.957160593,1
290,1.071146779,1
291,1.096207572,1
292,0.979796148,1
293,0.978179323,1
294,0.8609594859999999,1
295,0.635412352,1
296,0.641879654,1
297,0.637837591,1
298,0.510108389,1
299,0.530318706,1
300,0.648346955,1
301,0.519809341,1
302,0.8957212309999999,1
303,0.883595041,1
304,0.882786628,1
305,0.7615247279999999,1
306,0.636220765,1
307,0.74373965,1
308,0.849641709,1
309,0.8334734559999999,1
310,1.069529954,1
311,0.8148799640000001,1
312,-0.138238569,1
313,-0.397739034,1
314,-0.877936157,1
315,-0.780118225,1
316,-1.025875675,1
317,-0.797094891,1
318,-0.916739965,1
319,-0.929674568,1
320,-0.8237725090000001,1
321,-0.7025106090000001,1
322,-0.723529338,1
323,-0.7259545759999999,1
324,-0.749398543,1
325,-0.64834696,1
326,-0.780926637,1
327,-0.8019453670000001,1
328,-0.8375155240000001,1
329,-0.7485901309999999,1
330,-0.7833518759999999,1
331,-0.698468546,1
332,-0.7122115609999999,1
333,-0.643496485,1
334,-0.567505694,1
335,-0.610351565,1
336,-0.430075541,1
337,-0.59660855,1
338,-0.621669342,1
339,-0.56022998,1
340,-0.491514903,1
341,-0.333874433,1
342,-0.527085061,1
343,-0.7291882270000001,1
344,-0.69361807,1
345,-0.297495863,1
346,-0.384804431,1
347,-0.597416962,1
348,-0.09620111,1
349,-0.445435381,1
350,-0.588524423,1
351,-0.734847115,1
352,-0.517384109,1
353,-0.504449506,1
354,-0.460795222,1
355,-0.260308881,1
356,-0.049313175,1
357,0.157640467,1
358,0.135813325,1
359,0.092967454,1
360,0.174617133,1
361,0.103476819,1
362,-0.056588889,1
363,-0.026677621,1
364,-0.095392697,1
365,-0.424416652,1
366,-0.396930621,1
367,-0.375911892,1
368,0.004042061,1
369,0.075182376,1
370,-0.122070315,1
371,-0.17380872600000002,1
372,-0.03880381,1
373,0.398547442,1
374,0.942609166,1
375,0.8884455170000001,1
376,0.260308876,1
377,-0.7251461640000001,1
378,-1.510923275,1
379,-2.442214665,1
380,-3.245776855,1
381,-3.389674309,1
382,-1.486670894,1
383,0.812454727,1
384,2.6071308440000003,1
385,4.590975525,1
386,6.906269399,1
387,8.502884414,1
388,9.841615788,1
389,9.626578019,1
390,10.2571399,1
391,11.43257191,1
392,11.74623603,1
393,10.18842482,1
394,11.11163209,1
395,9.910330865,1
396,10.92408035,1
397,10.63224337,1
398,8.541688222000001,1
399,8.560281713,1
400,9.913564515,1
401,10.03159276,1
402,10.07686387,1
403,9.264409145,1
404,7.819775711,1
405,6.30885244,1
406,4.678284093,1
407,3.348445258,1
408,2.874715436,1
409,2.541649418,1
410,2.412303392,1
411,1.928872618,1
412,2.101064515,1
413,1.923213729,1
414,1.818120082,1
415,1.719493737,1
416,1.607124377,1
417,1.588530885,1
418,1.456759621,1
419,1.42927359,1
420,1.409871686,1
421,1.270016295,1
422,1.369451053,1
423,1.6119748530000002,1
424,1.563470093,1
425,1.491521366,1
426,1.4543343830000002,1
427,1.4211894630000002,1
428,1.42603994,1
429,1.3904697819999998,1
430,1.45029232,1
431,1.598231837,1
432,1.27163312,1
433,1.203726457,1
434,1.354091212,1
435,1.428465177,1
436,1.479395175,1
437,1.408254861,1
438,1.438974542,1
439,1.3532828,1
440,1.3783435919999998,1
441,1.408254861,1
442,1.430890416,1
443,1.343581848,1
444,1.503647556,1
445,1.296693913,1
446,1.316095817,1
447,1.217469472,1
448,1.620867392,1
449,1.408254861,1
450,1.434124066,1
451,1.5998486630000002,1
452,1.646736597,1
453,1.6693721519999998,1
454,1.475353112,1
455,1.63541882,1
456,1.658054375,1
457,1.813269606,1
458,1.595806599,1
459,1.509306444,1
460,1.5392177130000002,1
461,1.569128981,1
462,1.5933813609999998,1
463,1.489096128,1
464,1.534367237,1
465,1.4195726380000002,1
466,1.455142795,1
467,1.487479302,1
468,1.519007396,1
469,1.415530575,1
470,1.3468154980000002,1
471,1.376726767,1
472,1.278908835,1
473,1.180282489,1
474,1.22312836,1
475,1.232829313,1
476,1.372684704,1
477,1.149562808,1
478,1.180282489,1
479,1.193217092,1
480,0.766375205,2
481,0.657239495,2
482,0.671790922,2
483,0.582865529,2
484,0.5974169570000001,2
485,0.733230285,2
486,0.383996013,2
487,0.544870134,2
488,0.559421562,2
489,0.581248704,2
490,0.58609918,2
491,0.35570157,2
492,0.379145537,2
493,0.16653300599999998,2
494,0.41633252,2
495,0.198869513,2
496,0.224738719,2
497,0.224738719,2
498,0.241715385,2
499,0.268393002,2
500,0.156832054,2
501,0.28375284300000003,2
502,0.312855699,2
503,0.326598714,2
504,0.344383793,2
505,0.123687135,2
506,0.118836659,2
507,0.133388087,2
508,0.151173166,2
509,0.048504757,2
510,0.059014122,2
511,0.081649677,2
512,0.203719989,2
513,0.225547131,2
514,0.233631258,2
515,0.12207031,2
516,0.003233648,2
517,0.13015443599999998,2
518,0.135813325,2
519,0.26758459,2
520,0.280519192,2
521,0.303154747,2
522,0.303963159,2
523,0.18270126,2
524,0.071948724,2
525,-0.043654287,2
526,0.330640778,2
527,-0.021827144,2
528,-0.026677621,2
529,0.102668406,2
530,-0.027486033,2
531,-0.246565866,2
532,-0.118836665,2
533,-0.12045349,2
534,-0.237673326,2
535,0.02506079,2
536,-0.090542221,2
537,-0.338724909,2
538,-0.100243173,2
539,-0.080032857,2
540,-0.08407492,2
541,-0.212612534,2
542,-0.08084126900000001,2
543,-0.092967459,2
544,-0.093775872,2
545,-0.092967459,2
546,0.025869203,2
547,-0.110752538,2
548,-0.371061416,2
549,-0.387229669,2
550,-0.151173171,2
551,-0.161682536,2
552,-0.138238569,2
553,-0.153598409,2
554,-0.145514282,2
555,-0.04769635,2
556,0.072757137,2
557,0.17946760899999994,2
558,-0.062247778,2
559,0.168958245,2
560,-0.21342094600000006,2
561,0.029911266,2
562,0.008892536999999999,2
563,0.006467299,2
564,0.349234269,2
565,0.450285852,2
566,0.195635863,2
567,0.174617133,2
568,0.261117288,2
569,0.350042681,2
570,0.559421562,2
571,0.6443048920000001,2
572,0.508491564,2
573,0.455136328,2
574,0.286986493,2
575,0.488281247,2
576,0.668557272,2
577,0.7461648879999999,2
578,0.721104095,2
579,0.90461377,2
580,0.8512585340000001,2
581,0.7647583790000001,2
582,0.449477439,2
583,0.7356555229999999,2
584,0.649155368,2
585,0.434926012,2
586,0.469687756,2
587,0.623286163,2
588,0.514150453,2
589,0.531127119,2
590,-0.100243173,2
591,-0.00242524,2
592,0.092967454,2
593,-0.016168256000000002,2
594,-0.094584285,2
595,0.105902057,2
596,0.072757137,2
597,0.401781092,2
598,0.7461648879999999,2
599,0.703319017,2
600,0.6628983829999999,2
601,0.835898694,2
602,1.042043923,2
603,0.7057442540000001,2
604,0.8811698029999999,2
605,1.162497411,2
606,1.189983441,2
607,1.333072483,2
608,1.713026436,2
609,1.784166751,2
610,1.831054685,2
611,1.779316274,2
612,2.036391502,2
613,1.375109942,2
614,0.820538853,2
615,-0.08811698300000001,2
616,-0.5941833120000001,2
617,-1.701708664,2
618,-2.975767025,2
619,-3.907058415,2
620,-4.344409667,2
621,-5.342799309,2
622,-5.392920894,2
623,-4.9248499610000005,2
624,-4.350876969,2
625,-4.320157287,2
626,-4.080058726,2
627,-1.0185999609999998,2
628,3.3718892260000004,2
629,5.720328019,2
630,5.618468022999999,2
631,1.911087539,2
632,2.346821966,2
633,5.305612322,2
634,5.374327397999999,2
635,6.73650274,2
636,5.552986597,2
637,4.894938687,2
638,6.588563222,2
639,7.949930151,2
640,6.861806702999999,2
641,6.125342764,2
642,5.560262312000001,2
643,4.259526332,2
644,4.890088211,2
645,4.599868065,2
646,3.4575809680000003,2
647,3.104304633,2
648,2.874715436,2
649,2.907860355,2
650,2.656444017,2
651,2.53922418,2
652,2.467275453,2
653,2.411494979,2
654,2.428471645,2
655,2.451915612,2
656,2.339546252,2
657,2.32095276,2
658,2.189181496,2
659,2.161695465,2
660,2.0202232490000003,2
661,1.880367858,2
662,1.857732303,2
663,1.856115478,2
664,2.0517513430000003,2
665,1.857732303,2
666,1.942615633,2
667,1.909470713,2
668,1.91432119,2
669,1.878751032,2
670,1.816503257,2
671,1.72030215,2
672,1.75991437,2
673,1.814078019,2
674,1.842372462,2
675,1.916746427,2
676,1.845606113,2
677,1.896536111,2
678,1.927255792,2
679,1.963634362,2
680,1.866624842,2
681,1.896536111,2
682,2.041241978,2
683,1.95393341,2
684,1.991928806,2
685,1.784975163,2
686,1.804377067,2
687,1.827821034,2
688,1.865008017,2
689,1.896536111,2
690,1.922405316,2
691,1.9660596,2
692,1.76880691,2
693,1.913512777,2
694,1.963634362,2
695,2.001629757,2
696,1.902195,2
697,1.935339919,2
698,1.839947224,2
699,1.753447069,2
700,1.7833583380000002,2
701,1.813269606,2
702,1.837521986,2
703,1.855307065,2
704,1.900578174,2
705,1.907853888,2
706,1.943424045,2
707,1.853690239,2
708,1.885218334,2
709,1.903811825,2
710,1.713026436,2
711,1.865008017,2
712,1.889260397,2
713,1.912704364,2
714,1.955550235,2
715,1.843180875,2
716,1.983036266,2
717,2.004054995,2
718,1.790634052,2
719,1.803568654,2
720,1.376726767,2
721,1.511731682,2
722,1.4042127969999998,2
723,1.315287404,2
724,1.451909145,2
725,1.3435818469999998,2
726,1.482628826,2
727,1.521432634,2
728,1.5359840619999998,2
729,1.435740891,2
730,1.318521055,2
731,1.33226407,2
732,1.599848662,2
733,1.509306444,2
734,1.514965333,2
735,1.541642951,2
736,1.567512156,2
737,1.689582469,2
738,1.584488822,2
739,1.4890961269999998,2
740,1.499605492,2
741,1.504455968,2
742,1.533558824,2
743,1.547301839,2
744,1.443016605,2
745,1.34439026,2
746,1.339539784,2
747,1.354091212,2
748,1.127735666,2
749,1.14713757,2
750,1.157646935,2
751,1.180282489,2
752,0.936141864,2
753,0.957969006,2
754,0.721912508,2
755,0.61035156,2
756,0.491514898,2
757,0.618435686,2
758,0.624094575,2
759,0.6337955270000001,2
760,0.5246598170000001,2
761,0.547295372,2
762,0.548103784,2
763,0.548912197,2
764,0.438159662,2
765,0.444626963,2
766,0.574781403,2
767,0.466454106,2
768,0.3395333170000001,2
769,0.590949656,2
770,0.460795217,2
771,0.363785697,2
772,0.369444585,2
773,0.489898073,2
774,0.372678236,2
775,0.391271727,2
776,0.27566871600000004,2
777,0.393696966,2
778,0.14389745199999998,2
779,0.28617808100000003,2
780,0.282136018,2
781,0.153598404,2
782,0.163299356,2
783,0.151173166,2
784,0.15036475300000002,2
785,0.273243478,2
786,0.270009828,2
787,0.2554584,2
788,-0.126920791,2
789,0.223121893,2
790,0.215037766,2
791,0.204528402,2
792,-0.016168256000000002,2
793,0.212612528,2
794,0.098626343,2
795,0.074373963,2
796,0.19482745,2
797,-0.064673016,2
798,0.30396316,2
799,0.291028557,2
800,0.396930616,2
801,0.151981579,2
802,0.253033162,2
803,0.372678236,2
804,0.349234269,2
805,0.32821554,2
806,0.317706175,2
807,0.540828071,2
808,0.627328226,2
809,0.7162536190000001,2
810,0.803562187,2
811,0.8884455170000001,2
812,0.996772814,2
813,1.431698828,2
814,1.385619306,2
815,1.464843747,2
816,1.523049459,2
817,1.35651645,2
818,1.209385345,2
819,1.026684083,2
820,1.217469472,2
821,1.497180254,2
822,1.426039939,2
823,1.468077398,2
824,1.25950693,2
825,1.4114885119999998,2
826,1.202109631,2
827,1.3557080380000002,2
828,1.36864264,2
829,1.263548994,2
830,1.48667089,2
831,1.218277885,2
832,0.947459641,2
833,0.960394244,2
834,0.881978215,2
835,0.960394244,2
836,1.049319637,2
837,0.890062342,2
838,1.35651645,2
839,1.435740892,2
840,1.517390571,2
841,1.5683205690000002,2
842,1.286184548,2
843,1.438166129,2
844,1.491521366,2
845,1.284567723,2
846,0.945842816,2
847,0.966861546,2
848,0.8585342490000001,2
849,0.929674563,2
850,0.854492185,2
851,0.924824087,2
852,1.059829002,2
853,0.886828692,2
854,1.308820103,2
855,1.376726767,2
856,1.847222938,2
857,1.1059085240000002,2
858,0.32013141300000003,2
859,-0.122878728,2
860,0.172191895,2
861,3.4462631910000003,2
862,4.1285634810000005,2
863,2.521439102,2
864,0.043654281,2
865,-0.16976666199999998,2
866,-0.295879038,2
867,-0.286178086,2
868,-1.144712337,2
869,-2.2142422930000003,2
870,-2.682313227,2
871,-3.215865586,2
872,-2.902201472,2
873,-2.506887678,2
874,-1.949891352,2
875,-2.4187706980000003,2
876,-2.503654028,2
877,-2.30720975,2
878,-1.956358653,2
879,-1.4494839119999998,2
880,-0.950693297,2
881,-1.809227548,2
882,-2.374308001,2
883,-2.820551793,2
884,-2.8003414760000003,2
885,-3.212631935,2
886,-3.378356532,2
887,-3.853703179,2
888,-3.961222064,2
889,-4.294288082,2
890,-4.667774733,2
891,-4.29671332,2
892,-4.246591735,2
893,-3.936161271,2
894,-3.797114293,2
895,-3.651600013,2
896,-3.519828748,2
897,-3.53842224,2
898,-3.426052879,2
899,-3.45353891,2
900,-3.228800189,2
901,-2.88037433,2
902,-3.025080197,2
903,-2.782556397,2
904,-2.708990845,2
905,-2.6588692590000003,2
906,-2.57398593,2
907,-2.6071308490000003,2
908,-2.48021006,2
909,-2.393709905,2
910,-2.700098305,2
911,-2.3080181630000003,2
912,-2.390476255,2
913,-2.2142422930000003,2
914,-2.3080181630000003,2
915,-2.233644198,2
916,-1.938573575,2
917,-2.009713889,2
918,-1.978994208,2
919,-1.942615638,2
920,-1.917554845,2
921,-1.887643577,2
922,-1.742937709,2
923,-1.708175965,2
924,-1.670180569,2
925,-1.632993587,2
926,-1.613591683,2
927,-1.590147716,2
928,-1.552960733,2
929,-1.521432639,2
930,-1.739704059,2
931,-1.45190915,2
932,-1.527091528,2
933,-1.5044559730000002,2
934,-1.5764047,2
935,-1.538409305,2
936,-1.3937034380000002,2
937,-1.482628831,2
938,-1.455951213,2
939,-1.298310743,2
940,-1.268399475,2
941,-1.238488206,2
942,-1.458376451,2
943,-1.31852106,2
944,-1.273249951,2
945,-1.143903924,2
946,-1.23040408,2
947,-1.075997261,2
948,-1.166539479,2
949,-0.903805363,2
950,-0.972520439,2
951,-0.94260917,2
952,-1.162497415,2
953,-1.016983136,2
954,-1.096207577,2
955,-0.720295687,2
956,-0.946651234,2
957,-0.803562192,2
958,-0.650772198,2
959,-0.759907908,2
960,1.742937705,3
961,1.633801995,3
962,1.6483534219999998,3
963,1.6814983419999998,3
964,1.573979457,3
965,1.5877224719999998,3
966,1.482628826,3
967,1.521432634,3
968,1.658054374,3
969,1.557811204,3
970,1.56266168,3
971,1.4543343830000002,3
972,1.47777835,3
973,1.631376756,3
974,1.514965333,3
975,1.4195726380000002,3
976,1.445441844,3
977,1.445441844,3
978,1.340348197,3
979,1.244955502,3
980,1.255464867,3
981,1.260315343,3
982,1.289418199,3
983,1.303161214,3
984,1.5650869180000002,3
985,1.588530885,3
986,1.339539784,3
987,1.354091212,3
988,1.371876291,3
989,1.391278195,3
990,1.279717247,3
991,1.302352802,3
992,1.180282489,3
993,1.202109631,3
994,1.33226407,3
995,1.09863281,3
996,1.223936773,3
997,1.228787249,3
998,1.112375825,3
999,1.24414709,3
1000,1.13501138,3
1001,1.035576622,3
1002,1.036385034,3
1003,1.037193447,3
1004,0.8043705990000001,3
1005,0.932908213,3
1006,0.94099234,3
1007,0.832665043,3
1008,0.827814567,3
1009,0.8350902809999999,3
1010,0.8270061540000001,3
1011,0.8520669470000001,3
1012,0.857725835,3
1013,0.85610901,3
1014,0.8609594859999999,3
1015,0.757482665,3
1016,0.763949966,3
1017,0.637837591,3
1018,0.632178702,3
1019,0.6523890179999999,3
1020,0.526276643,3
1021,0.519809341,3
1022,0.407439981,3
1023,0.5173841029999999,3
1024,0.516575691,3
1025,0.273243478,3
1026,0.39208014,3
1027,0.377528712,3
1028,0.361360459,3
1029,0.345192206,3
1030,0.337108079,3
1031,0.204528402,3
1032,0.472112994,3
1033,0.334682841,3
1034,0.34276696799999995,3
1035,0.318514588,3
1036,0.316897762,3
1037,0.301537922,3
1038,0.30396316,3
1039,0.41309887,3
1040,0.396930616,3
1041,0.518192516,3
1042,0.497173787,3
1043,0.616818861,3
1044,0.715445207,3
1045,0.694426477,3
1046,0.928057738,3
1047,0.784968696,3
1048,0.749398538,3
1049,0.960394244,3
1050,0.925632499,3
1051,0.766375204,3
1052,0.7526321890000001,3
1053,0.821347265,3
1054,0.775267743,3
1055,0.854492185,3
1056,0.912697897,3
1057,0.990305513,3
1058,1.209385345,3
1059,1.148754395,3
1060,1.217469472,3
1061,1.253039629,3
1062,1.181899314,3
1063,1.346007086,3
1064,1.25950693,3
1065,1.4114885119999998,3
1066,1.3241799440000002,3
1067,1.233637725,3
1068,1.246572328,3
1069,1.507689619,3
1070,1.6087412019999998,3
1071,1.828629447,3
1072,1.435740891,3
1073,1.326605181,3
1074,1.248189153,3
1075,1.326605182,3
1076,1.293460262,3
1077,1.500413905,3
1078,1.478586763,3
1079,1.557811204,3
1080,1.517390571,3
1081,1.690390881,3
1082,1.774465798,3
1083,2.048517692,3
1084,2.101872928,3
1085,2.383200536,3
1086,2.044475629,3
1087,1.821353733,3
1088,1.713026436,3
1089,1.906237063,3
1090,1.953124998,3
1091,1.901386587,3
1092,1.91432119,3
1093,1.985461504,3
1094,2.041241978,3
1095,1.865008017,3
1096,2.0913635630000003,3
1097,1.472119461,3
1098,0.8084126629999999,3
1099,0.24333221,3
1100,0.172191895,3
1101,3.690403816,3
1102,6.447899418,3
1103,4.718704727,3
1104,1.508498031,3
1105,0.684725525,3
1106,0.070331899,3
1107,0.080032851,3
1108,-0.168149837,3
1109,-0.383187606,3
1110,-1.217469477,3
1111,-2.361373399,3
1112,-2.902201472,3
1113,-2.995168928,3
1114,-2.926453852,3
1115,-3.273262885,3
1116,-3.480216528,3
1117,-3.894123813,3
1118,-4.2756945910000015,3
1119,-4.989522974,3
1120,-4.97901361,3
1121,-5.715477548,3
1122,-6.524698626,3
1123,-7.09301273,3
1124,-6.828661789,3
1125,-6.508530372999999,3
1126,-6.063903407000001,3
1127,-5.318546929,3
1128,-4.937784563999999,3
1129,-4.66049902,3
1130,-4.667774733,3
1131,-4.29671332,3
1132,-4.124521422,3
1133,-3.936161271,3
1134,-3.67504398,3
1135,-3.285389075,3
1136,-3.153617811,3
1137,-3.05014099,3
1138,-2.937771629,3
1139,-2.96525766,3
1140,-2.862589251,3
1141,-2.514163392,3
1142,-2.4147286340000003,3
1143,-2.41634546,3
1144,-2.46485022,3
1145,-2.4147286340000003,3
1146,-2.207774992,3
1147,-2.240919912,3
1148,-2.236069435,3
1149,-2.271639593,3
1150,-1.96767643,3
1151,-1.6976666,3
1152,-1.902195005,3
1153,-1.848031356,3
1154,-1.6976666,3
1155,-1.623292635,3
1156,-1.69443295,3
1157,-1.643502952,3
1158,-1.61278327,3
1159,-1.5764047,3
1160,-1.5513439080000002,3
1161,-1.399362327,3
1162,-1.3767267719999998,3
1163,-1.46403534,3
1164,-1.426039944,3
1165,-1.266782649,3
1166,-1.247380746,3
1167,-1.223936778,3
1168,-1.064679483,3
1169,-1.033151389,3
1170,-1.129352496,3
1171,-0.9636279,3
1172,-0.916739965,3
1173,-0.8941044109999999,3
1174,-1.08812345,3
1175,-0.928057743,3
1176,-1.0274925,3
1177,-0.994347581,3
1178,-0.967669963,3
1179,-0.932099806,3
1180,-0.902188537,3
1181,-0.872277269,3
1182,-0.8480248890000001,3
1183,-0.83023981,3
1184,-0.7849687009999999,3
1185,-0.655622674,3
1186,-0.74212283,3
1187,-0.709786323,3
1188,-0.6782582290000001,3
1189,-0.6596647379999999,3
1190,-0.606309502,3
1191,-0.5763982329999999,3
1192,-0.552145853,3
1193,-0.650772198,3
1194,-0.607926327,3
1195,-0.598225375,3
1196,-0.458369984,3
1197,-0.559421567,3
1198,-0.406631573,3
1199,-0.515767283,3
1200,2.841570522,3
1201,2.610364495,3
1202,2.380775302,3
1203,2.413920222,3
1204,2.42847165,3
1205,2.198074035,3
1206,2.215050701,3
1207,2.375924824,3
1208,2.024265312,3
1209,2.046092459,3
1210,2.173013245,3
1211,2.06468595,3
1212,2.088129917,3
1213,2.119658011,3
1214,1.88117627,3
1215,1.907853888,3
1216,2.055793409,3
1217,1.933723094,3
1218,1.95069976,3
1219,1.977377377,3
1220,1.987886742,3
1221,1.992737218,3
1222,2.021840074,3
1223,2.157653404,3
1224,1.931297858,3
1225,1.7106012,3
1226,1.949891349,3
1227,1.842372467,3
1228,1.860157546,3
1229,1.87955945,3
1230,1.645928185,3
1231,1.790634054,3
1232,1.668563739,3
1233,1.690390881,3
1234,1.6984750080000002,3
1235,1.708984372,3
1236,1.468077398,3
1237,1.350857564,3
1238,1.478586767,3
1239,1.366217405,3
1240,1.501222317,3
1241,1.523857877,3
1242,1.524666289,3
1243,1.525474702,3
1244,1.536792479,3
1245,1.543259781,3
1246,1.5513439080000002,3
1247,1.4430166080000002,3
1248,1.438166132,3
1249,1.323371531,3
1250,1.193217094,3
1251,1.218277887,3
1252,1.223936775,3
1253,1.10024964,3
1254,1.105100116,3
1255,1.367834227,3
1256,1.374301529,3
1257,1.370259466,3
1258,1.242530267,3
1259,1.140670268,3
1260,1.13662821,3
1261,1.130160909,3
1262,1.384002481,3
1263,1.371876291,3
1264,1.126927253,3
1265,1.127735671,3
1266,0.88036139,3
1267,0.865809967,3
1268,0.727571399,3
1269,0.711403146,3
1270,1.069529959,3
1271,0.8148799640000001,3
1272,0.8383239309999999,3
1273,0.8229640909999999,3
1274,1.075188848,3
1275,1.050936463,3
1276,1.293460262,3
1277,1.4001707369999998,3
1278,1.402595975,3
1279,1.267591057,3
1280,1.6176337440000002,3
1281,1.372684706,3
1282,1.473736287,3
1283,1.471311049,3
1284,1.692007707,3
1285,1.548918667,3
1286,1.904620243,3
1287,2.005671823,3
1288,1.725961041,3
1289,1.814886436,3
1290,2.024265312,3
1291,2.109148644,3
